,0,1,2,3
0,-0.017746590077877045,-0.012463470920920372,-0.009951846674084663,-0.009327232837677002
1,-0.015719672664999962,-0.014245190657675266,-0.004052690230309963,-0.013865482993423939
2,-0.005704577546566725,-0.011118615046143532,-0.00986515823751688,-0.004981210455298424
3,-0.010028372518718243,0.003771163523197174,-0.00032670749351382256,0.012912701815366745
4,-0.007802304346114397,-0.019290540367364883,-0.013263349421322346,-0.027062347158789635
5,0.004699970129877329,0.004775522276759148,0.005808133631944656,0.003460102481767535
6,-0.017622673884034157,-0.0014626375632360578,-0.007988350465893745,0.004022160079330206
7,-0.022127918899059296,-0.018314020708203316,-0.03120788186788559,-0.021111641079187393
8,0.005855047143995762,0.010022172704339027,0.010879414156079292,0.010246584191918373
9,0.019932828843593597,0.009456818923354149,0.01888076774775982,0.022983772680163383
10,-0.0021464081946760416,-0.0014273029519245028,-0.002680843695998192,-0.007618076168000698
11,-0.014020249247550964,-0.0008678387384861708,-0.031571973115205765,0.0011230707168579102
12,0.002363261766731739,-0.02155195362865925,-0.0002928447793237865,-0.023100782185792923
13,0.025756897404789925,0.009379725903272629,0.01670488528907299,0.009603038430213928
14,0.016135677695274353,0.008171925321221352,0.009527072310447693,0.010338518768548965
15,0.00013636330550070852,0.0048654647544026375,0.006033523473888636,0.004047233611345291
16,-0.02742091752588749,-0.025063997134566307,-0.01898479461669922,-0.013656539842486382
17,-0.009568111971020699,-0.016301020979881287,-0.013436726294457912,-0.01907235197722912
18,-0.0012712489115074277,0.010099265724420547,-0.0002629101509228349,0.007250335533171892
19,0.019065415486693382,0.0031586976256221533,0.016202092170715332,0.01763482205569744
20,0.01451591495424509,0.006531544029712677,0.008222409524023533,-0.0008765175007283688
21,-0.01656053401529789,-0.01451073493808508,-0.008733872324228287,-0.014116215519607067
22,-0.006071900948882103,-0.025629350915551186,0.011945683509111404,-0.00718347355723381
23,0.04156508296728134,0.0399516336619854,0.03914855420589447,0.03513592109084129
24,0.006408245302736759,-0.006514411885291338,-0.004167552571743727,-0.012561677023768425
25,0.015250561758875847,0.010484734550118446,0.010133892297744751,0.02537408471107483
26,0.012869597412645817,0.016626527532935143,-0.004219565540552139,0.010856698267161846
27,-0.023526404052972794,-0.026845715939998627,-0.03538626804947853,-0.032076988369226456
28,0.012719127349555492,0.002210017526522279,0.0027978732250630856,0.0014281281037256122
29,0.012807639315724373,0.007987757213413715,0.010593341663479805,0.00020685396157205105
30,0.02095956541597843,0.009465385228395462,0.01681758090853691,0.013038067147135735
31,-0.018764475360512733,-0.0024884112644940615,-0.016956282779574394,-0.009619753807783127
32,0.02030457742512226,0.027719443663954735,0.02106531895697117,0.016289226710796356
33,0.07052610069513321,0.05410259962081909,0.08779817074537277,0.07662372291088104
34,0.0314924530684948,0.008831503801047802,0.015707965940237045,0.018136287108063698
35,0.02189778909087181,0.012240756303071976,0.03727608174085617,0.02137908712029457
36,-0.009700879454612732,0.0010236321249976754,0.001606989186257124,-0.003426671726629138
37,0.01251555047929287,0.012309283949434757,0.01315932348370552,0.016272511333227158
38,-0.004739800002425909,0.0008737278403714299,0.0039378278888762,0.010137933306396008
39,-0.06723346561193466,-0.04629044607281685,-0.07330384850502014,-0.06281673908233643
40,-0.022234132513403893,-0.0276337843388319,-0.014546340331435204,-0.01905563659965992
41,-0.0009515004931017756,0.0024926941841840744,0.0023991058114916086,0.00034971899003721774
42,0.0051381029188632965,0.004058123100548983,0.0068483962677419186,0.006251586135476828
43,-0.011400303803384304,-0.007109746336936951,-0.00882056076079607,-0.004839128814637661
44,0.029846137389540672,0.022751187905669212,0.03821231797337532,0.03493533656001091
45,0.018498940393328667,0.02383049950003624,0.008382783271372318,0.016690397635102272
